업종명,업소명,지역명,소재지도로명주소,소재지지번주소,위도,경도,할인정보,업소전화번호,데이터기준일자,혜택대상,증빙자료,혜택시작일,혜택종료일,이용제한,비고,출처URL,출처유형,검증상태,수집일자
음식점,엉터리분식,부천시,경기도 부천시 원미구부일로445- 45(심곡동),,37.488398,126.779342,군복입고오면 1천원 할인,032-613-7744,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-06-11,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,육회바른연어 부천상동역점,부천시,"경기도 부천시 원미구상동로69(상동, 새롬프라자 1층 105호)",,37.5038,126.752045,서비스 이용료의 10% 할인,0507-1392-4766,2026-08-15,"복무중인자,모범예비군,동원훈련이수자,명문가","명문가증,복무확인서,훈련이수증,모범예비군증",2026-01-27,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,준스이,부천시,"경기도 부천시 원미구상동로69(상동, 새롬프라자 15차 101호)",,37.503731,126.752199,"서비스 이용료의 10% 할인 - 본인한정, 기타 중복 할인 불가",070-4334-3699,2026-08-15,"복무중인자,모범예비군,동원훈련이수자,명문가","명문가증,복무확인서,훈련이수증,모범예비군증",2025-10-24,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,키키포차,부천시,경기도 부천시 소사구양지로171번길38(옥길동),,37.46868,126.822551,서비스 이용료의 10% 할인,010-5293-8902,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-04-19,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,통양갈비,부천시,"경기도 부천시 소사구송내대로28(송내동, 106호)",,37.48597672,126.7536834,양갈비 주문 시 국수 음료수 무료제공,0507-1378-9283,2026-08-15,"예비군(당해년도,모범), 복무중인 사람, 병역명문가","동원훈련이수증,모범예비군증,복무확인서,명문가증",2024-07-31,9999-09-09,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,청정여수동갈매기살,성남시,경기도 성남시 분당구장미로100번길222층 (야탑동),,37.4120987,127.1311923,서비스 이용료의 5% 할인,031-706-8832,2026-08-15,"예비군(당해연도 병무청 주관 동원훈련 이수자 및 병무청 모범 예비군 선발자),복무중인 사람,병역명문가","당해년도 동원훈련이수증, 복무확인서, 병역명문가",2024-08-14,2026-12-31,제한없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,고려이발관,수원시,"경기도 수원시 팔달구 팔달로 135, 1층 (화서동)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-255-7060,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,대성이발관,수원시,"경기도 수원시 팔달구 인계로68번길 52, 창조의집 (인계동)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-235-1653,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,로이스바버샵&로이스SMP 수원성대점,수원시,"경기도 수원시 장안구 서부로2181번길 55, 3층 일부호 (율전동)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-292-5677,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,베스트헤어,수원시,"경기도 수원시 장안구정자로42번길52203호(천천동, 베스트상가)",,37.2980849,126.9808552,-커트시 서비스 이용료의 20% 할인 * 현역 10% 추가 할인,031-268-5535,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서,명문가증",2025-11-11,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,부흥이발관,수원시,경기도 수원시 영통구 동수원로514번길 59 (매탄동),,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-212-4603,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,새현이용원,수원시,"경기도 수원시 권선구 세권로43번길 26-6 (세류동, 세류종합상가 117호)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-267-4962,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,세동이발관,수원시,경기도 수원시 권선구 세권로 66 (세류동),,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-233-0285,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,시저스맨,수원시,경기도 수원시 영통구 매탄로140번길 54-18 (매탄동),,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-214-7999,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,아름다운사람들 헤어,수원시,"경기도 수원시 장안구송정로83134호(송죽동, 로얄팰리스상가)",,37.296093,127.0071325,- 서비스 이용료의 15% 할인 - 현역병 면제,031-257-9555,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2026-08-14,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,아엠헤드,수원시,경기도 수원시 장안구서부로2207번길18(율전동),,37.305548,126.971517,서비스 이용료의 30% 할인,0507-1483-1235,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-08-20,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,아임남자머리,수원시,"경기도 수원시 팔달구 팔달문로175번길 7, 1층 (우만동)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-251-2520,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,안양승이용원,수원시,"경기도 수원시 영통구 영통로 323, 3층 (매탄동)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-273-0554,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,양성현 헤어아트,수원시,"경기도 수원시 권선구 권광로91번길 55, 오가기린 302호 (권선동)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,엘지이용원,수원시,경기도 수원시 장안구 파장로68번길 46 (파장동),,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-244-0460,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,영길이용원,수원시,"경기도 수원시 권선구 고현로5번길 25 (고색동, 거산아파트 상가 113호)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-291-8972,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,우리이용원,수원시,경기도 수원시 장안구 장안로103번길 5 (정자동),,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,원천이발관,수원시,"경기도 수원시 영통구 매영로 141, 원천훼밀리타운 2층 202호 (원천동)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-212-9394,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,조만억헤어마당,수원시,경기도 수원시 장안구 송정로177번길 4 (조원동),,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-241-7910,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,좋은헤어,수원시,"경기도 수원시 권선구 경수대로235번길 56, 1층 (세류동)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-234-0109,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,파크이발,수원시,"경기도 수원시 장안구 정자천로189번길 47, 1층 108호 (정자동, 연꽃마을 풍림아파트)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
미용,할리바버샵,수원시,"경기도 수원시 권선구 금곡로 236, 홈플러스 3층 (금곡동)",,,,"입영 시 무료 이발, 입영 후 제대 시까지 이용요금 50% 할인",031-295-5070,2026-05-28,군 입영예정자 및 복무 중인 장병 본인(수원시민),입영통지서 또는 휴가 확인 서류와 신분증,,,수원시민 본인 대상; 방문 전 영업 및 적용 여부 확인,수원시 2026년 참여업소 PDF 18개소 전수,https://www.suwon.go.kr/webcontent/ckeditor/2026/5/28/4e5d92bd-869b-41d9-8179-cbc3ffba48c7.pdf,지자체 공식 PDF,A: 수원시 공식 2026 PDF,2026-08-15
음식점,버거스테이지,수원시,경기도 수원시 팔달구신풍로23번길63- 21층 (신풍동),,37.28373,127.0113268,서비스 이용료의 5% 할인,0507-1482-0304,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-11-06,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,세컨디포레스트행궁점,수원시,경기도 수원시 팔달구화서문로46번길121층 (신풍동),,37.284757,127.0130081,"테이블당 에이드 1잔 무료 or 음료 2잔 무료 (네이버예약시 생일,음료 중복 제공)",070-8812-0103,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-11-05,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,태리주택(행궁 본점),수원시,경기도 수원시 팔달구화서문로31번길8- 12(장안동),,37.285305,127.0119705,- 서비스이용료의 10% 할인,0507-1363-1416,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2026-06-11,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,한제소곱창전골 수원금곡점,수원시,"경기도 수원시 권선구금곡로197번길18- 23(금곡동, 108호, 109호)",,37.275066,126.952745,서비스이용료의 5% 할인(주류 제외),0507-1399-9407,2026-08-15,"동원훈련이수자, 모범예비군, 복무중인 현역병, 사회복무요원, 전문산업기능요원, 병역명문가","동원훈련이수증, 모범예비군증, 복무확인서 등",2024-02-13,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
카페,91커피 행궁점,수원시,경기도 수원시 팔달구행궁로26번길4(남창동),,37.2802184,127.0145906,* 서비스 이용료의 10% 할인 (아메리카노 테이크아웃 제외) * 국가유공자 : 음료 무료 제공,0507-1340-6983,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2026-06-04,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
카페,버터앤츄,수원시,경기도 수원시 팔달구화서문로45번길91층 (장안동),,37.2856949,127.0126436,- 서비스이용료의 5% 할인,0507-1468-7440,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2026-06-04,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
카페,빛오름,수원시,경기도 수원시 팔달구고화로1171층 (화서동),,37.279848,127.006408,서비스이용료의 5%할인(디저트류 한정),0507-1317-2397,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-04-12,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,스컬스바버샵,시흥시,"경기도 시흥시 서울대학로264번길 12, 208동 1층 B-112호",,,,"군인·경찰·소방관 커트+라인쉐이빙 33,000원→28,000원",,2026-02-06,군인·경찰·소방관,군인증 또는 관련 공무원증,,,혜택 변경 가능성이 있어 방문·예약 직전 업소 확인,2026-01-19·2026-02-06 후기에서 동일 조건 확인; 업소 재확인 권장,https://blog.naver.com/dean2ne/224173761880,네이버플레이스 안내 인용 최근 이용 후기,B-: 다수 최근 후기 교차확인,2026-08-15
음식점,팔팔순대(배곧직영점),시흥시,"경기도 시흥시서울대학로59- 49(배곧동, 건영테크노밸리 118호)",,37.3597304,126.7085323,서비스 이용료의 10%할인 -1만원 이하 식사시: 10%할인 -1만원 이상 식사시: 20%할인,0507-1424-8933,2026-08-15,"예비군(당해년도,모범), 복무중인 사람, 병역명문가","동원훈련이수증,모범예비군증,복무확인서,명문가증",2024-09-25,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,한제소곱창전골 목감점,시흥시,경기도 시흥시산현마을길33- 21층 (산현동),,37.376232,126.845224,서비스이용료의 5%할인(주류제외),031-439-0472,2026-08-15,"동원훈련이수자, 모범예비군, 복무중인 현역병, 사회복무요원, 전문산업기능요원, 병역명문가","동원훈련이수증, 모범예비군증, 복무확인서 등",2024-02-13,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,색시국밥 한대점,안산시,"경기도 안산시 상록구성안2길23(사동, 1층)",,37.3022,126.8395,서비스 이용료의 5% 할인,0507-1389-9859,2026-08-15,"복무중인자,모범예비군,동원훈련이수자,명문가","명문가증,복무확인서,훈련이수증,모범예비군증",2026-07-10,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
숙박,캠핑이너스(주),안성시,경기도 안성시원곡면오동길34(원곡면내가천리),,37.0394087,127.1253997,서비스이용료의 5% 할인,0507-1304-5672,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-09-19,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,금양남성헤어,안양시,경기도 안양시 동안구인덕원로14- 1(관양동),,37.401093,126.973767,서비스 이용료의 10% 할인,010-3899-8777,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-08-05,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,뜨란헤어,안양시,경기도 안양시 동안구경수대로980(비산동),,37.4012049,126.929257,"컷트 2,000원 할인",031-445-5379,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-08-21,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,머리쟁이,안양시,경기도 안양시 동안구관악대로106번길77- 0(비산동),,37.398484,126.938181,서비스 이용료의 5% 할인,031-383-5757,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-07-02,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,청주이발소,안양시,"경기도 안양시 동안구관평로138번길53상가동동203호(평촌동, 초원부영아파트)",,37.3919726,126.964749,서비스 이용료의 10% 할인,031-383-6995,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-08-05,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,펜스바버샵,안양시,경기도 안양시 동안구시민대로230(관양동),,37.392345,126.956502,서비스 이용료의 5% 할인,010-9966-1423,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-07-11,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
미용,효재헤어,안양시,경기도 안양시 동안구관양로247- 9(관양동),,37.399961,126.973315,서비스 이용료의 20% 할인,010-3062-7719,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-06-05,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,구운몽,안양시,"경기도 안양시 동안구시민대로167105동1호(비산동, 안양벤처텔)",,37.390858,126.949545,-베이커리 -서비스 이용료의 5% 할인,387-9889,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-07-03,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,국민낙곱새(안양점),안양시,경기도 안양시 만안구안양로257- 271층 (안양동),,37.3951405,126.9226622,서비스 이용료의 10% 할인,031-466-8809,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-07-15,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,국민낙곱새(평촌점),안양시,경기도 안양시 동안구흥안대로457- 27(관양동),,126.973593,37.394673,서비스 이용료의 10% 할인,031-599-2509,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-07-15,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,성신양꼬치,안양시,경기도 안양시 동안구흥안대로493- 161층 (관양동),,37.39855,126.975824,서비스 이용료의 10% 할인,0507-1440-8924,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-06-21,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,옥천냉면,안양시,경기도 안양시 동안구관악대로374번길9- 211층 (관양동),,37.404003,126.965853,서비스 이용료의 10% 할인,031-422-6644,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-08-12,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
음식점,외할머니소머리국밥,안양시,경기도 안양시 동안구안양판교로14- 1(관양동),,37.400715,126.977622,서비스 이용료의 10% 할인,031-426-2966,2026-08-15,"동원훈련이수자,모범예비군,복무중인현역병,사회복무요원,전문산업기능요원,병역명문가","동원훈련이수증,모범예비군증,복무확인서 등",2024-06-21,,없음,,https://www.mma.go.kr/about/udgg/list.do?mc=mma0003357,병무청 공식 나라사랑가게 실시간 DB,A: 병무청 공식 실시간 DB,2026-08-15
