"정본CSV행번호","업소명","소재지도로명주소","혜택근거상태","혜택문구유형","출시할인정보","출시적용대상","출시이용조건","출시인증방법","출처유형","출처URL","최근확인일","결정근거"
"227","커피베이스","파주시 문산읍 독산로 48","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"228","한반도카페 플라츠(platz)907","파주시 문산읍 마정로 174 1층 일부","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"229","느낌헤어","파주시 법원읍 사임당로 851 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"231","미미미용실","파주시 법원읍 술이홀로 869 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"232","백합미용실","파주시 법원읍 사임당로 815 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"233","솔리드헤어","파주시 법원읍 사임당로 832-2 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"234","신디헤어","파주시 법원읍 사임당로 850-2 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"235","엣지머리방","파주시 법원읍 사임당로 836-1 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"237","자유미용실","파주시 법원읍 사임당로 841-1 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"238","챠밍미용실","파주시 법원읍 사임당로857번길 6-1 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"239","BBQ파주법원점","파주시 법원읍 사임당로 821-2 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"240","김밥나라","파주시 법원읍 사임당로 839","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"241","네네치킨","파주시 법원읍 사임당로 791","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"242","능심","파주시 법원읍 애룡길 168 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"243","대가감자탕","파주시 법원읍 술이홀로 873 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"244","대덕가든","파주시 법원읍 애룡길 175 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"245","로얄치킨/곱창매니아","파주시 법원읍 술이홀로 890-3","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"246","무진장순대국","파주시 법원읍 사임당로 816","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"247","바다수퍼 해물천하 조개구이.찜","파주시 법원읍 사임당로 820","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"248","버섯집 초리골","파주시 법원읍 초리골길 12","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"249","솥뚜껑삼겹살","파주시 법원읍 사임당로 814","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"250","숙성사돈 파주 법원리 본점","파주시 법원읍 술이홀로 888-2 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"251","신양꼬치&마라탕","파주시 법원읍 술이홀로 868-2 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"252","오태식해바라기치킨","파주시 법원읍 사임당로 844","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"253","왕가네","파주시 법원읍 법원로 20","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"255","종단 아구찜","파주시 법원읍 법원로 21 가동","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"256","(주)함지박","파주시 법원읍 사임당로 800-8","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"257","차향만당","파주시 법원읍 초리골길 70","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"258","초리연","파주시 법원읍 초리골길 357-18","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"259","콩마루 사임당두부","파주시 법원읍 사임당로 808-1 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"260","통일식당","파주시 법원읍 사임당로 842","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"261","훌랄라","파주시 법원읍 사임당로 820 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"263","초리골 제빵소","파주시 법원읍 초리골길 77","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"265","테라스커피(애룡커피테라스)","파주시 법원읍 애룡길 179 1층","공식 최신 근거 확인","공통","군 장병·사회복무요원 대상 10% 이상 할인 또는 상응 서비스","관내 주둔 군 장병·사회복무요원","업소별 적용 품목·조건은 방문 전 확인","파주시 공식 군장병 할인업소 목록 및 운영 안내","지자체 공식 자료","https://www.paju.go.kr/www/www_02/health/health_03/health_03_09/health_03_09_01.jsp | https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-09-06","파주시 공식 참여업소 목록 일치, 공식 공통 할인 정책 적용"
"337","가마골 백숙","경기도 양주시 장흥면 북한산로 1028","공식 최신 근거 확인","세부","백숙, 삼계탕: 만두한판 서비스 제공","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"339","거시기닭갈비","경기도 양주시 엄상동길 22-25","공식 최신 근거 확인","세부","닭갈비: 5% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"340","고봉막국수","경기도 양주시 장흥면 권율로 88, 상가동 1층","공식 최신 근거 확인","세부","막국수: 10% 할인(주료,음료 제외)","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"341","구들장생고기","경기도 양주시 엄상동길 66","공식 최신 근거 확인","세부","생고기: 5% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"342","김밥나라","경기도 양주시 평화로 1426","공식 최신 근거 확인","세부","전메뉴: 10% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"344","다찜(고암점)","경기도 양주시 고암길 32","공식 최신 근거 확인","세부","아구찜: 5% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"345","덕정갈비","경기도 양주시 덕정길 58","공식 최신 근거 확인","세부","갈비, 식사: 5% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"346","두끼떡볶이(양주고읍점)","경기도 양주시 고읍남로 36, 2층","공식 최신 근거 확인","세부","떡볶이 무한리필: 방문군인 눈꽃치즈 무료 제공","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"348","등촌샤브칼국수","경기도 양주시 송랑로 64, 1층","공식 최신 근거 확인","세부","칼국수, 막국수: 10% 할인(점심런치메뉴는 제외)","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"349","등촌칼국수","경기도 양주시 백석읍 고릉말로150번길 28 (1층)","공식 최신 근거 확인","세부","샤브샤브: 10% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"350","만두와김밥마을","경기도 양주시 부흥로 2122","공식 최신 근거 확인","세부","분식: 20% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"351","만수장","경기도 양주시 평화로 1552-1","공식 최신 근거 확인","세부","짜장,짬뽕,탕수육: 10% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"352","본도시락 덕정점","경기도 양주시 독바위로 9","공식 최신 근거 확인","세부","도시락: 10% 할인(포장만)","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"353","산하식당","경기도 양주시 백석읍 기산로 410","공식 최신 근거 확인","세부","한우: 10% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"354","삼호산장","경기도 양주시 백석읍 기산로 435","공식 최신 근거 확인","세부","한우전문: 10% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"355","소문난쭈꾸미생삼겹","경기도 양주시 엄상동길 50-16","공식 최신 근거 확인","세부","쭈꾸미: 5% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"356","술들다","경기도 양주시 덕정4길 11","공식 최신 근거 확인","세부","치킨,골뱅이, 똥집튀김, 감자튀김: 1,000원 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"357","안다미로 샤브샤브","경기도 양주시 엄상동길 22-26","공식 최신 근거 확인","세부","샤브샤브: 5% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
"358","야한소갈비살","경기도 양주시 엄상동길 30-3","공식 최신 근거 확인","세부","소갈비: 5% 할인","군 장병","상시 참여업소 목록이며 세부 할인율은 업소별 문의","양주시 공식 군장병 할인·우대 업소 목록","지자체 공식 자료","https://www.yangju.go.kr/health/selectBbsNttView.do?key=2716&bbsNo=81&nttNo=206761","2026-09-06","양주시 공식 목록에서 상호·주소·전화·메뉴·개별 할인 확인"
