"정본CSV행번호","업소명","시도","시군구","소재지도로명주소","소재지지번주소","혜택검토보고서","혜택검토판정","좌표감사판정","좌표감사사유","권장좌표검증상태","최초POI조회어","POI조회어","POI조회방식","POI상호","POI도로명주소","POI지번주소","감사제안위도","감사제안경도","좌표출처URL","우선순위","검토작업","검토결정","정본반영여부","검토메모"
"155","고기싸롱","경기도","동두천시","경기도 동두천시 평화로2313번길 7-26(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","고기싸롱 경기도 동두천시 평화로2313번길 7-26(지행동)","고기싸롱 경기도 동두천시 평화로2313번길 7-26(지행동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"156","고봉민김밥 지행역점","경기도","동두천시","경기도 동두천시 중앙로126, 107호(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","고봉민김밥 지행역점 경기도 동두천시 중앙로126, 107호(지행동)","고봉민김밥 지행역점 경기도 동두천시 중앙로126","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"157","그집순대국","경기도","동두천시","경기도 동두천시 장고갯로157, 제1동(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","그집순대국 경기도 동두천시 장고갯로157, 제1동(생연동)","그집순대국 경기도 동두천시 장고갯로157","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"122","노블헤어","경기도","동두천시","경기도 동두천시 거북마루로45, 상가동 202호(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","노블헤어 경기도 동두천시 거북마루로45, 상가동 202호(생연동)","노블헤어 경기도 동두천시 거북마루로45","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"161","다원","경기도","동두천시","경기도 동두천시 어수로102번길 6(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","다원 경기도 동두천시 어수로102번길 6(생연동)","다원 경기도 동두천시 어수로102번길 6(생연동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"162","대왕미가","경기도","동두천시","경기도 동두천시 삼육사로1009(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","대왕미가 경기도 동두천시 삼육사로1009(생연동)","대왕미가 경기도 동두천시 삼육사로1009(생연동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"188","빨간풍차제과점","경기도","동두천시","경기도 동두천시 동광로78번길 4(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","빨간풍차제과점 경기도 동두천시 동광로78번길 4(생연동)","빨간풍차제과점 경기도 동두천시 동광로78번길 4(생연동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"130","신성순 헤어아트","경기도","동두천시","경기도 동두천시 중앙로278, 2층(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","신성순 헤어아트 경기도 동두천시 중앙로278, 2층(생연동)","신성순 헤어아트 경기도 동두천시 중앙로278","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"132","안다미로","경기도","동두천시","경기도 동두천시 지행로107번길 13(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","안다미로 경기도 동두천시 지행로107번길 13(지행동)","안다미로 경기도 동두천시 지행로107번길 13(지행동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"133","에이치H헤어","경기도","동두천시","경기도 동두천시 중앙로134-26, 1층 105호(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","에이치H헤어 경기도 동두천시 중앙로134-26, 1층 105호(지행동)","에이치H헤어 경기도 동두천시 중앙로134-26","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"171","우막산순대국","경기도","동두천시","경기도 동두천시 평화로2261번길 22(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","우막산순대국 경기도 동두천시 평화로2261번길 22(지행동)","우막산순대국 경기도 동두천시 평화로2261번길 22(지행동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"172","유경장작구이","경기도","동두천시","경기도 동두천시 평화로2910번길 10(상봉암동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","유경장작구이 경기도 동두천시 평화로2910번길 10(상봉암동)","유경장작구이 경기도 동두천시 평화로2910번길 10(상봉암동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"134","이선희헤어샵","경기도","동두천시","경기도 동두천시 삼육사로896, 1층(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","이선희헤어샵 경기도 동두천시 삼육사로896, 1층(생연동)","이선희헤어샵 경기도 동두천시 삼육사로896","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"135","이지현미용실","경기도","동두천시","경기도 동두천시 중앙로295번길 26(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","이지현미용실 경기도 동두천시 중앙로295번길 26(생연동)","이지현미용실 경기도 동두천시 중앙로295번길 26(생연동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"136","인헤어","경기도","동두천시","경기도 동두천시 삼육사로902, 2동 104호(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","인헤어 경기도 동두천시 삼육사로902, 2동 104호(생연동)","인헤어 경기도 동두천시 삼육사로902","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"175","일미담","경기도","동두천시","경기도 동두천시 동광로73, 1층(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","일미담 경기도 동두천시 동광로73, 1층(생연동)","일미담 경기도 동두천시 동광로73","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"138","쟝스헤어","경기도","동두천시","경기도 동두천시 평화로2915(상봉암동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","쟝스헤어 경기도 동두천시 평화로2915(상봉암동)","쟝스헤어 경기도 동두천시 평화로2915(상봉암동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"152","제이(J)모텔","경기도","동두천시","경기도 동두천시 동두천로247-13(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","제이(J)모텔 경기도 동두천시 동두천로247-13(생연동)","제이(J)모텔 경기도 동두천시 동두천로247-13(생연동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"177","좋은날식당","경기도","동두천시","경기도 동두천시 중앙로265번길 23(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","좋은날식당 경기도 동두천시 중앙로265번길 23(생연동)","좋은날식당 경기도 동두천시 중앙로265번길 23(생연동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"190","청년다방","경기도","동두천시","경기도 동두천시 평화로2261번길 9-6(지행동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","청년다방 경기도 동두천시 평화로2261번길 9-6(지행동)","청년다방 경기도 동두천시 평화로2261번길 9-6(지행동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"180","촌가","경기도","동두천시","경기도 동두천시 중앙로273번길 30, 1층(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","촌가 경기도 동두천시 중앙로273번길 30, 1층(생연동)","촌가 경기도 동두천시 중앙로273번길 30","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"191","커피&유","경기도","동두천시","경기도 동두천시 정장로17번길 20, 1층(생연동)","","ddc-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","커피&유 경기도 동두천시 정장로17번길 20, 1층(생연동)","커피&유 경기도 동두천시 정장로17번길 20","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"337","가마골 백숙","경기도","양주시","경기도 양주시 장흥면 북한산로 1028","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","가마골 백숙 경기도 양주시 장흥면 북한산로 1028","가마골 백숙 경기도 양주시 장흥면 북한산로 1028","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"339","거시기닭갈비","경기도","양주시","경기도 양주시 엄상동길 22-25","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","거시기닭갈비 경기도 양주시 엄상동길 22-25","거시기닭갈비 경기도 양주시 엄상동길 22-25","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"344","다찜(고암점)","경기도","양주시","경기도 양주시 고암길 32","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","다찜(고암점) 경기도 양주시 고암길 32","다찜(고암점) 경기도 양주시 고암길 32","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"346","두끼떡볶이(양주고읍점)","경기도","양주시","경기도 양주시 고읍남로 36, 2층","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","두끼떡볶이(양주고읍점) 경기도 양주시 고읍남로 36, 2층","두끼떡볶이(양주고읍점) 경기도 양주시 고읍남로 36","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"348","등촌샤브칼국수","경기도","양주시","경기도 양주시 송랑로 64, 1층","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","등촌샤브칼국수 경기도 양주시 송랑로 64, 1층","등촌샤브칼국수 경기도 양주시 송랑로 64","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"349","등촌칼국수","경기도","양주시","경기도 양주시 백석읍 고릉말로150번길 28 (1층)","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","등촌칼국수 경기도 양주시 백석읍 고릉말로150번길 28 (1층)","등촌칼국수 경기도 양주시 백석읍 고릉말로150번길 28 (1층)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"350","만두와김밥마을","경기도","양주시","경기도 양주시 부흥로 2122","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","만두와김밥마을 경기도 양주시 부흥로 2122","만두와김밥마을 경기도 양주시 부흥로 2122","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"352","본도시락 덕정점","경기도","양주시","경기도 양주시 독바위로 9","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","본도시락 덕정점 경기도 양주시 독바위로 9","본도시락 덕정점 경기도 양주시 독바위로 9","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"353","산하식당","경기도","양주시","경기도 양주시 백석읍 기산로 410","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","산하식당 경기도 양주시 백석읍 기산로 410","산하식당 경기도 양주시 백석읍 기산로 410","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"354","삼호산장","경기도","양주시","경기도 양주시 백석읍 기산로 435","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","삼호산장 경기도 양주시 백석읍 기산로 435","삼호산장 경기도 양주시 백석읍 기산로 435","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"358","야한소갈비살","경기도","양주시","경기도 양주시 엄상동길 30-3","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","야한소갈비살 경기도 양주시 엄상동길 30-3","야한소갈비살 경기도 양주시 엄상동길 30-3","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"360","이시돌선생의 약선도가","경기도","양주시","경기도 양주시 장흥면 권율로 88","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","이시돌선생의 약선도가 경기도 양주시 장흥면 권율로 88","이시돌선생의 약선도가 경기도 양주시 장흥면 권율로 88","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"364","쪽삼","경기도","양주시","경기도 양주시 어하고개로 56, 1층","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","쪽삼 경기도 양주시 어하고개로 56, 1층","쪽삼 경기도 양주시 어하고개로 56","도로명·건물번호 보조 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"367","페트라숯불구이","경기도","양주시","경기도 양주시 장흥면 일영로 601-100","","yangju-benefit-comparison-20260906.csv","현재 공식 목록 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","페트라숯불구이 경기도 양주시 장흥면 일영로 601-100","페트라숯불구이 경기도 양주시 장흥면 일영로 601-100","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"224","(주)반구정나루터집","경기도","파주시","파주시 문산읍 반구정로85번길 13","경기도 파주시 문산읍 사목리 208-2","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","(주)반구정나루터집 파주시 문산읍 반구정로85번길 13","(주)반구정나루터집 파주시 문산읍 반구정로85번길 13","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"256","(주)함지박","경기도","파주시","파주시 법원읍 사임당로 800-8","경기도 파주시 법원읍 대능리 247-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","(주)함지박 파주시 법원읍 사임당로 800-8","(주)함지박 파주시 법원읍 사임당로 800-8","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"202","59쌀피자","경기도","파주시","파주시 문산읍 문향로68번길 8 1층","경기도 파주시 문산읍 문산리 61-40","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","59쌀피자 파주시 문산읍 문향로68번길 8 1층","59쌀피자 파주시 문산읍 문향로68번길 8 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"203","갈비도둑","경기도","파주시","파주시 문산읍 문향로39번길 8","경기도 파주시 문산읍 문산리 11-9","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","갈비도둑 파주시 문산읍 문향로39번길 8","갈비도둑 파주시 문산읍 문향로39번길 8","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"393","감악산한우마을구이식당","경기도","파주시","파주시 적성면 솥뒤로 38-1","경기도 파주시 적성면 마지리 39-12","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","감악산한우마을구이식당 파주시 적성면 솥뒤로 38-1","감악산한우마을구이식당 파주시 적성면 솥뒤로 38-1","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"415","굿타임","경기도","파주시","파주시 탄현면 새오리로161번길 53-34","경기도 파주시 탄현면 성동리 124-51","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","굿타임 파주시 탄현면 새오리로161번길 53-34","굿타임 파주시 탄현면 새오리로161번길 53-34","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"97","금헤어","경기도","파주시","파주시 금정4길 16 (금촌동)","경기도 파주시 금촌동 786-11","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","금헤어 파주시 금정4길 16 (금촌동)","금헤어 파주시 금정4길 16 (금촌동)","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"192","나포리미용실","경기도","파주시","파주시 문산읍 문향로56번길 19","경기도 파주시 문산읍 문산리 9-3","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","나포리미용실 파주시 문산읍 문향로56번길 19","나포리미용실 파주시 문산읍 문향로56번길 19","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"241","네네치킨","경기도","파주시","파주시 법원읍 사임당로 791","경기도 파주시 법원읍 가야리 37-7","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","네네치킨 파주시 법원읍 사임당로 791","네네치킨 파주시 법원읍 사임당로 791","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"229","느낌헤어","경기도","파주시","파주시 법원읍 사임당로 851 1층","경기도 파주시 법원읍 대능리 81-31","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","느낌헤어 파주시 법원읍 사임당로 851 1층","느낌헤어 파주시 법원읍 사임당로 851 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"242","능심","경기도","파주시","파주시 법원읍 애룡길 168 1층","경기도 파주시 법원읍 삼방리 515-29","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","능심 파주시 법원읍 애룡길 168 1층","능심 파주시 법원읍 애룡길 168 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"395","능이백숙오리닭칼국수","경기도","파주시","파주시 적성면 칠중2길 144","경기도 파주시 적성면 구읍리 162-4","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","능이백숙오리닭칼국수 파주시 적성면 칠중2길 144","능이백숙오리닭칼국수 파주시 적성면 칠중2길 144","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"243","대가감자탕","경기도","파주시","파주시 법원읍 술이홀로 873 1층","경기도 파주시 법원읍 대능리 94-72","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","대가감자탕 파주시 법원읍 술이홀로 873 1층","대가감자탕 파주시 법원읍 술이홀로 873 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"244","대덕가든","경기도","파주시","파주시 법원읍 애룡길 175 1층","경기도 파주시 법원읍 삼방리 514-1","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","대덕가든 파주시 법원읍 애룡길 175 1층","대덕가든 파주시 법원읍 애룡길 175 1층","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"422","더위즈(The WIZ)","경기도","파주시","파주시 탄현면 성동로 20-45","경기도 파주시 탄현면 성동리 679-4","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","상호와 주소가 일치하는 후보가 없습니다","미확인","더위즈(The WIZ) 파주시 탄현면 성동로 20-45","더위즈(The WIZ) 파주시 탄현면 성동로 20-45","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
"205","두근두근","경기도","파주시","파주시 문산읍 당동2로 11-1","경기도 파주시 문산읍 당동리 888","paju-benefit-comparison-20260906.csv","공식 참여업소 일치 후보","미확인","지역 검색 결과가 없습니다","미확인","두근두근 파주시 문산읍 당동2로 11-1","두근두근 파주시 문산읍 당동2로 11-1","전체 주소 검색","","","","","","","P3","업소명과 전체 주소로 지도 POI를 새로 확인하고, 불확실하면 좌표를 비움","미검토","아니오","좌표·혜택 어느 쪽도 정본에 자동 반영하지 않음"
