"정본CSV행번호","업소명","소재지도로명주소","기존전화번호","기존할인정보","공식업소명","공식주소","공식전화번호","공식출처URL","상호주소일치","전화일치","혜택상세검증","판정","검토결정","정본반영여부"
"428","오두산막국수 통일로직영점","파주시 탄현면 성동로 17","031-945-3370","10%할인","오두산막국수 통일로직영점","파주시 탄현면 성동로 17","031-945-3370","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"429","용궁칼국수","파주시 탄현면 새오리로 59-52","031-948-5527","10%할인","용궁칼국수","파주시 탄현면 새오리로 59-52","031-948-5527","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"430","전라도갈치찜전문점","파주시 탄현면 매봉길 12","031-949-7771","3%할인","전라도갈치찜전문점","파주시 탄현면 매봉길 12","031-949-7771","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"431","전망대 누룽지 백숙","파주시 탄현면 새오리로 215-36","031-942-9696","5%할인","전망대 누룽지 백숙","파주시 탄현면 새오리로 215-36","031-942-9696","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"432","짹짹곳간","파주시 탄현면 새오리로339번길 79-48 2층","0507-1364-8187","10%할인","짹짹곳간","파주시 탄현면 새오리로339번길 79-48 2층","0507-1364-8187","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"433","청송마루","파주시 탄현면 방촌로 1071","031-949-6143","10%할인","청송마루","파주시 탄현면 방촌로 1071","031-949-6143","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"434","초원","파주시 탄현면 엘씨디로241번길 50-2 B102호","031-8071-3405","10%할인","초원","파주시 탄현면 엘씨디로241번길 50-2 B102호","031-8071-3405","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"435","최고야짬뽕","파주시 탄현면 필승로 490","031-957-9819","10%할인","최고야짬뽕","파주시 탄현면 필승로 490","031-957-9819","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"436","평양만두","파주시 탄현면 새오리로 193","031-945-9452","10%할인","평양만두","파주시 탄현면 새오리로 193","031-945-9452","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"437","해민도예","파주시 탄현면 새오리로 209-19","031-942-3221","10%할인","해민도예","파주시 탄현면 새오리로 209-19","031-942-3221","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"438","흔적","파주시 탄현면 새오리로 59-20","031-948-8585","20%할인","흔적","파주시 탄현면 새오리로 59-20","031-948-8585","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"439","디엠지라운지(DMZ LOUNGE)","파주시 탄현면 새오리로161번길 90","031-959-2353","10% 이상 할인 또는 그에 상응하는 서비스(업소별 상세는 사전 확인)","디엠지라운지(DMZ LOUNGE)","파주시 탄현면 새오리로161번길 90","031-959-2353","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"442","6000컷트","파주시 파주읍 술이홀로 470","031-952-6254","10%할인","6000컷트","파주시 파주읍 술이홀로 470","031-952-6254","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"443","로즈헤어샾","파주시 파주읍 파발로 4","031-953-8128","12%할인","로즈헤어샾","파주시 파주읍 파발로 4","031-953-8128","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"444","남해바다","파주시 파주읍 시장거리길 59-7","031-952-9282","10%할인","남해바다","파주시 파주읍 시장거리길 59-7","031-952-9282","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"445","뚱이네","파주시 파주읍 교육길 45-32 나동 102호","","콜라+공기밥 제공+모든 메뉴 곱빼기","뚱이네","파주시 파주읍 교육길 45-32 나동 102호","-","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","False","참여 목록은 일치하나 개별 할인 조건 미기재","상세정보 재확인 필요","미검토","아니오"
"446","바리루스","파주시 파주읍 봉서산로 245 2층 일부호","031-953-0060","10% 할인","바리루스","파주시 파주읍 봉서산로 245 2층 일부호","031-953-0060","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"447","봉황가","파주시 파주읍 우계로 35-1","031-953-5354","결제금액 10% 할인+음료수 제공","봉황가","파주시 파주읍 우계로 35-1","031-953-5354","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"448","소풍N","파주시 파주읍 우계로 24","070-7725-0224","10%할인","소풍N","파주시 파주읍 우계로 24","070-7725-0224","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"449","웅이네 의정부부대찌개","파주시 파주읍 파발로 9","031-954-0431","음료수 제공","웅이네 의정부부대찌개","파주시 파주읍 파발로 9","031-954-0431","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"450","이조맛집","파주시 파주읍 술이홀로 392","031-953-3330","5%할인","이조맛집","파주시 파주읍 술이홀로 392","031-953-3330","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"451","짜장마을","파주시 파주읍 술이홀로 463","031-952-7744","짜장 5000원","짜장마을","파주시 파주읍 술이홀로 463","031-952-7744","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"452","조아의 하루 주내점","파주시 파주읍 우계로 6 101호","031-952-5492","10% 이상 할인 또는 그에 상응하는 서비스(업소별 상세는 사전 확인)","조아의 하루 주내점","파주시 파주읍 우계로 6 101호","031-952-5492","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"453","아비숑","파주시 파평면 화석정로126번길 122-35","031-954-7470","10%할인","아비숑","파주시 파평면 화석정로126번길 122-35","031-954-7470","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"454","포시즌","파주시 파평면 화석정로126번길 144-20","031-954-0021","10%할인","포시즌","파주시 파평면 화석정로126번길 144-20","031-954-0021","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1002","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"455","샘내 손두부","파주시 파평면 청송로 551-7","031-958-4222","10%할인","샘내 손두부","파주시 파평면 청송로 551-7","031-958-4222","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"456","임꺽정 한우마을","파주시 파평면 화석정로 104","031-954-3999","음료수 제공","임꺽정 한우마을","파주시 파평면 화석정로 104","031-954-3999","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"457","임진강수라상","파주시 파평면 화석정로 101","031-952-9960","10%할인","임진강수라상","파주시 파평면 화석정로 101","031-952-9960","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"458","한우리매운탕","파주시 파평면 장승배기로 173-8","031-945-2238","10%할인","한우리매운탕","파주시 파평면 장승배기로 173-8","031-945-2238","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
"459","앵무새카페","파주시 파평면 파평산로363번길 32-9","031-952-2002","20%할인","앵무새카페","파주시 파평면 파평산로363번길 32-9","031-952-2002","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","True","True","참여 목록은 일치하나 개별 할인 조건 미기재","공식 참여업소 일치 후보","미검토","아니오"
