"rnum","업소명","주소","전화번호","혜택유형","처리상태","좌표출처","좌표검증상태","위도","경도","반환주소","검토메모"
"1197","롯데시네마 합정점","서울특별시마포구양화로45(서교동, (메세나폴리스))","1544-8855","할인","AMBIGUOUS","","재확인 필요","","","","주소가 일치하는 결과가 여러 개"
"1198","샤롯데씨어터","서울특별시송파구올림픽로240(잠실동)","1877-6077","할인","REUSED","네이버 Geocoding API","확인 완료","37.511088","127.0982822","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1199","롯데시네마 월드타워점","서울특별시송파구올림픽로300(신천동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.5125701","127.1025624","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1200","롯데시네마 영등포","서울특별시영등포구경인로846(영등포동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.515668","126.907666","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1201","롯데시네마 용산","서울특별시용산구청파로74(한강로3가, (전자랜드(본관)))","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.5327771","126.9596573","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1202","롯데시네마 은평","서울특별시은평구통일로1050(진관동, (롯데몰은평점 5층))","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.6375366","126.9179003","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1204","롯데시네마 에비뉴엘","서울특별시중구남대문로73(남대문로2가)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.5641952","126.981707","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1206","롯데시네마 강동","서울특별시강동구천호옛길85(성내동, (영화관씨네일레븐)))","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.5366647","127.1253535","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1208","롯데시네마 수유","서울특별시강북구도봉로308(번동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.6356641","127.0238352","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1210","롯데시네마 가양","서울특별시강서구양천로476(등촌동, (롯데시네마 가양 4층))","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.5616037","126.8532854","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1211","롯데시네마 수락산점","서울특별시노원구동일로1660(상계동, (동일로주유소))","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.6765981","127.0556934","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1212","롯데시네마 중랑","서울특별시중랑구동일로951(묵동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.61515","127.0760571","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1223","롯데시네마 구리아울렛","경기도구리시동구릉로136번길47(인창동)","","할인","REUSED","네이버 Geocoding API","확인 완료","37.6118666","127.1405479","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1224","롯데시네마 별내","경기도남양주시별내중앙로10(별내동)","","할인","REUSED","네이버 Geocoding API","확인 완료","37.6448465","127.127292","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1225","롯데시네마 진접","경기도남양주시진접읍해밀예당1로36(진접읍금곡리, 래일스타 9층)","","할인","REUSED","네이버 Geocoding API","확인 완료","37.7120313","127.1866789","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1226","롯데시네마 마석","경기도남양주시화도읍경춘로1992(화도읍마석우리)","","할인","REUSED","네이버 Geocoding API","확인 완료","37.6501433","127.3093365","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1227","롯데시네마 의정부민락","경기도의정부시천보로44(민락동, 8층-9층)","","할인","REUSED","네이버 Geocoding API","확인 완료","37.7443257","127.0963397","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1228","롯데시네마 파주운정","경기도파주시청암로17번길17(목동동)","","할인","REUSED","네이버 Geocoding API","확인 완료","37.729584","126.7367378","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1229","롯데시네마 라페스타","경기도고양시 일산동구무궁화로32- 34(장항동, 라페스타C동 3층)","","할인","REUSED","네이버 Geocoding API","확인 완료","37.6612864","126.7688372","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1230","롯데시네마 파주롯데아울렛","경기도파주시문발로302(문발동, 롯데프리미엄아울렛 B동 4층)","","할인","REUSED","네이버 Geocoding API","확인 완료","37.7196781","126.693171","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1231","롯데시네마 위례","경기도성남시 수정구위례광장로104(복정동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.4730526","127.1412642","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1232","롯데시네마 판교","경기도성남시 수정구창업로183층 (시흥동, 파미어스몰)","1544-8855","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1233","롯데시네마 수원","경기도수원시 권선구세화로1345층 (서둔동)","1544-8855","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1234","롯데시네마 광교","경기도수원시 영통구도청로10(이의동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.2866697","127.0554484","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1235","롯데시네마 북수원","경기도수원시 장안구천천로100(천천동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.3006051","126.9840731","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1236","롯데시네마 평촌","경기도안양시 동안구시민대로180(호계동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.3900085","126.9504445","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1237","롯데시네마 안양","경기도안양시 만안구만안로244- 0(안양동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.4024401","126.9221172","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1238","롯데시네마 안양일번가","경기도안양시 만안구안양로311(안양동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.3996231","126.9202001","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1239","롯데시네마 용인기흥","경기도용인시 기흥구기흥역로63(구갈동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.2747434","127.1179653","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1240","롯데시네마 용인역북","경기도용인시 처인구중부대로1294(역북동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.2354739","127.1883042","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1241","롯데시네마 송탄","경기도평택시관광특구로19(서정동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.0672656","127.0609138","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1242","롯데시네마 동탄","경기도화성시 동탄구동탄역로1607층 (오산동, 롯데시네마 동탄)","1544-8855","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1243","롯데시네마 향남","경기도화성시 만세구향남읍상신하길로298번길7- 21(향남읍하길리)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.1151722","126.9124754","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1244","롯데시네마 병점","경기도화성시 병점구효행로1052(병점동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.213946","127.042457","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1255","롯데시네마 안성","경기도안성시공도읍서동대로44781층 (공도읍양기리, 롯데마트 안성점)","1544-8855","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1256","롯데시네마 인덕원","경기도안양시 동안구흥안대로5197층 (관양동, 아이퍼스트)","1544-8855","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1257","롯데시네마 수지","경기도용인시 수지구성복2로38(성복동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.3128099","127.081613","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1258","롯데시네마 하남미사","경기도하남시미사대로520지하 1층 (덕풍동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.5588656","127.2045806","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1259","롯데시네마 서수원","경기도수원시 권선구금곡로219(금곡동)","1544-8855","할인","REUSED","네이버 Geocoding API","확인 완료","37.2750009","126.9540792","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1260","롯데시네마 광명(광명사거리)","경기도광명시오리로970(광명동)","010-7542-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.4794445","126.8556293","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1261","롯데시네마 광명아울렛점","경기도광명시일직로17(일직동, 롯데프리미엄마울렛광명점 5F)","010-7514-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.4243049","126.8827677","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1262","롯데시네마 부천","경기도부천시 원미구길주로280- 0(중동, 8-14층)","010-5872-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.5028819","126.7732053","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1263","롯데시네마 시흥장현","경기도시흥시장현능곡로155- 0(능곡동, 6층)","010-5806-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.3710435","126.8073771","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1264","롯데시네마 센트럴락(안산)","경기도안산시 단원구고잔로108(고잔동, 조이월드상가 901호)","010-7562-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.3185732","126.8380374","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1265","롯데시네마 안산고잔","경기도안산시 단원구광덕대로141(고잔동)","010-7687-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.3091051","126.8289398","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1266","롯데시네마 안산","경기도안산시 상록구항가울로422(성포동)","010-7513-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.3180329","126.8466629","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1267","롯데시네마 시화","경기도시흥시마유로418번길10(정왕동, 롯데시네마 시화점)","031-319-0902","할인","REUSED","네이버 Geocoding API","확인 완료","37.3514417","126.7418288","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1268","롯데시네마 인천터미널","인천광역시미추홀구연남로35(관교동, 롯데백화점 지하1층)","010-5796-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.4424853","126.7013784","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1269","롯데시네마 부평역사","인천광역시부평구광장로16(부평동, 부평민자역사)","010-7504-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.4895942","126.7233426","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1270","롯데시네마 부평점","인천광역시부평구대정로66(부평동, 다운타운일레븐)","010-7526-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.4935756","126.7266952","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1271","롯데시네마 부평갈산","인천광역시부평구주부토로236(갈산동, 3~5층)","010-2585-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.5158706","126.7268708","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1272","롯데시네마 인천아시아드관","인천광역시서해구봉수대로806(연희동)","010-5829-3559","할인","REUSED","네이버 Geocoding API","확인 완료","37.5476153","126.6666172","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1274","포레온안경","서울특별시강동구양재대로1360(둔촌동, (1층 1080호))","0507-1402-5441","할인","REUSED","네이버 Geocoding API","확인 완료","37.5274745","127.1370449","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1302","안경마을","인천광역시계양구장제로867(임학동, 상우프라자 1층 안경마을)","0507-1348-8539","할인","REUSED","네이버 Geocoding API","확인 완료","37.5447518","126.738057","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1303","지니스안경 인천동양점","인천광역시계양구순평길34(동양동, 1층 101,102,103호37.5606334)","0507-1319-5503","할인","REUSED","네이버 Geocoding API","확인 완료","37.5606357","126.7557048","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1305","다비치안경 주안점","인천광역시미추홀구미추홀대로729(주안동, 1층 다비치안경 주안점)","032-770-0200","할인","REUSED","네이버 Geocoding API","확인 완료","37.4624775","126.6798745","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1306","1001안경콘택트 계산점","인천광역시계양구경명대로1066(계산동)","032-555-1017","할인","REUSED","네이버 Geocoding API","확인 완료","37.5431383","126.7252496","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1307","위드아이 안경","인천광역시계양구장제로822(계산동, 계산동, 롯데마트 계양점 2층)","032-540-6200","할인","REUSED","네이버 Geocoding API","확인 완료","37.540841","126.735966","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1308","아이라움 인천논현점","인천광역시남동구논고개로123번길35- 0(논현동, 칼리오페 132호)","0507-1364-1012","할인","REUSED","네이버 Geocoding API","확인 완료","37.4015154","126.7220901","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1309","남양주백병원","경기도남양주시진접읍해밀예당1로30- 25(진접읍금곡리)","031-572-3111","할인","REUSED","네이버 Geocoding API","확인 완료","37.7112839","127.1876577","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1310","한국안경백화점","인천광역시계양구계양대로102(작전동, 하나빌딩)","032-541-1001","할인","REUSED","네이버 Geocoding API","확인 완료","37.5328095","126.7229024","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1311","정안경","인천광역시제물포구송림로100(송림동, 유림빌딩 1층)","032-764-8383","할인","REUSED","네이버 Geocoding API","확인 완료","37.4759321","126.6459162","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1312","태광당안경","인천광역시미추홀구독배로417- 1(용현동, 태광당안경)","032-883-5229","할인","REUSED","네이버 Geocoding API","확인 완료","37.4567781","126.6495146","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1318","내눈에안경","인천광역시연수구한나루로193번길4- 0(옥련동, 내눈에안경)","032-833-7474","할인","REUSED","네이버 Geocoding API","확인 완료","37.42665","126.6565817","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1320","자이스비전센터 송도점","인천광역시연수구신송로122(송도동, 송도프라자 1층 자이스비전센터 송도점)","0507-1371-3579","할인","REUSED","네이버 Geocoding API","확인 완료","37.395829","126.652429","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1321","석촌호수치과의원","서울특별시송파구삼학사로100(석촌동, (석촌동 그랜드빌딩 5층, 501호))","02-2135-7582","할인","REUSED","네이버 Geocoding API","확인 완료","37.5061954","127.0975364","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1322","밝은눈안경 도화점","인천광역시미추홀구제일로31(도화동, 1층 108호 밝은눈안경)","032-876-2122","할인","REUSED","네이버 Geocoding API","확인 완료","37.4592639","126.6738661","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1323","아이스토어","인천광역시부평구충선로51(부개동)","032-525-2491","할인","REUSED","네이버 Geocoding API","확인 완료","37.4939453","126.7351143","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1324","아이마트 청천점","인천광역시부평구세월천로46(청천동, 1층 아이마트 청천점)","032-517-9080","할인","REUSED","네이버 Geocoding API","확인 완료","37.513197","126.7042201","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1325","새로안안경 부평센터","인천광역시부평구부평대로55(부평동, 9층 901호 새로안안경 부평센터)","0507-1366-7532","할인","REUSED","네이버 Geocoding API","확인 완료","37.4963056","126.72216","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1326","1001안경콘택트 위드렌즈 삼산점","인천광역시부평구부평북로448(삼산동, 로얄프라자 105호 1001안경콘택트 위드렌즈 삼산점)","032-527-5339","할인","REUSED","네이버 Geocoding API","확인 완료","37.5217204","126.7433662","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1327","으뜸50안경 동암역점","인천광역시부평구열우물로40- 1(십정동, 1층)","032-432-5050","할인","REUSED","네이버 Geocoding API","확인 완료","37.4719531","126.7013495","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1328","리아이즈안경원","인천광역시부평구동수로125(부개동, 1층)","032-502-0903","할인","REUSED","네이버 Geocoding API","확인 완료","37.4850372","126.7326286","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1329","아이러브안경콘택트 부평점","인천광역시부평구동수북로154(부평동, 1층 우측)","0507-1472-0459","할인","REUSED","네이버 Geocoding API","확인 완료","37.4888826","126.7232363","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1332","헤이사랑치과의원","서울특별시광진구천호대로559(중곡동, (4층, 401호))","02-2201-2275","할인","REUSED","네이버 Geocoding API","확인 완료","37.5572068","127.0804491","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1336","글라스밤안경 루원시티점","인천광역시서해구가정로437(가정동, 305동 B121호 글라스밤안경 루원시티점)","0507-1362-2054","할인","REUSED","네이버 Geocoding API","확인 완료","37.523467","126.6712038","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1337","밝은미소안경","인천광역시서해구탁옥로108(심곡동, 1층 밝은미소안경원)","0507-1386-2069","할인","REUSED","네이버 Geocoding API","확인 완료","37.543484","126.6815841","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1338","바라보다 안경원 청라점","인천광역시서해구청라라임로57(청라동)","032-255-4518","할인","REUSED","네이버 Geocoding API","확인 완료","37.5326128","126.6529099","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1340","심청이가찾은안경원","인천광역시서해구탁옥로46(심곡동, 다린상가 1층 104호)","032-568-1557","할인","REUSED","네이버 Geocoding API","확인 완료","37.5437464","126.6746638","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1341","밀리브로","인천광역시서해구길주로8(석남동, 밀리브로)","070-4140-4594","할인","REUSED","네이버 Geocoding API","확인 완료","37.5064376","126.662648","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1342","렌즈하우스지엠","인천광역시부평구부평대로233(청천동, 한국지엠주식회사 제2호,2층일부)","032-505-2788","할인","REUSED","네이버 Geocoding API","확인 완료","37.5133983","126.7141171","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1343","으뜸50안경 인천강남시장점","인천광역시서해구가정로308(석남동, 석남프라자 202호(그랜드약국 2층))","0507-1365-5100","할인","REUSED","네이버 Geocoding API","확인 완료","37.5123642","126.6728783","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1344","아이피아 홈플러스가좌점","인천광역시서해구가정로151번길11- 0(가좌동, 홈플러스가좌점, 2층)","0507-1407-0929","할인","REUSED","네이버 Geocoding API","확인 완료","37.4976706","126.6707496","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1345","오클리 아이하우스안경","인천광역시검단구서곶로866(마전동)","0507-1394-1677","할인","REUSED","네이버 Geocoding API","확인 완료","37.5942253","126.6746532","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1346","아이원안경","인천광역시서해구서곶로323(심곡동)","032-565-0930","할인","REUSED","네이버 Geocoding API","확인 완료","37.5465216","126.6766579","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1347","안경창고싸군 송도점","인천광역시연수구컨벤시아대로130번길14- 0(송도동, 송도 메디컬타워)","032-833-6565","할인","REUSED","네이버 Geocoding API","확인 완료","37.3929706","126.644882","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1348","글라스밤안경 동인천첨","인천광역시제물포구우현로87번길2- 0(인현동)","032-772-8185","할인","REUSED","네이버 Geocoding API","확인 완료","37.4747878","126.6305492","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1349","안경진정성 하늘도시점","인천광역시영종구하늘중앙로225번길12- 0(중산동, 101호,102호)","0507-1454-6223","할인","REUSED","네이버 Geocoding API","확인 완료","37.4874927","126.5584983","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1350","트렌디카안경 인천연수점","인천광역시연수구청능대로75(청학동, IMC9 101호)","032-815-6002","할인","REUSED","네이버 Geocoding API","확인 완료","37.4156284","126.6745941","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1356","참좋은안경","인천광역시제물포구우현로47(신포동)","032-773-0701","할인","REUSED","네이버 Geocoding API","확인 완료","37.4715148","126.6281661","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1357","렌즈미 황선생안경","인천광역시서해구가정로437(가정동, 상가 301동 A동 B102호)","032-575-0095","할인","REUSED","네이버 Geocoding API","확인 완료","37.523467","126.6712038","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1358","미인안경","인천광역시검단구검단로470(왕길동, 1층 미인안경원)","032-561-4727","할인","REUSED","네이버 Geocoding API","확인 완료","37.6015153","126.6567498","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1359","아이닥터안경원 석남점","인천광역시서해구가정로208(석남동)","032-571-9397","할인","REUSED","네이버 Geocoding API","확인 완료","37.5033243","126.6724214","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1377","뉴발란스 뉴코아팩토리아울렛 광명점","경기도광명시하안로287번길8- 0(하안동, 뉴코아팩토리아울렛 2층 뉴발란스 매장)","02-3397-2411","할인","REUSED","네이버 Geocoding API","확인 완료","37.4612163","126.8798937","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1381","구이대장쪽갈비 광명역점","경기도광명시오리로169(일직동, 1층 구이대장쪽갈비 광명역점)","0507-1465-7926","할인","MATCHED","네이버 Geocoding API","확인 완료","37.418271","126.879374","경기도 광명시 오리로 169","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1382","시호비전 롯데마트 영동도점","인천광역시영종구흰바위로51- 0(운서동, 롯데마트 영동도점 3층)","032-752-3991","할인","REUSED","네이버 Geocoding API","확인 완료","37.4927087","126.4912091","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1383","그릭당","경기도의정부시시민로19번길22- 9(의정부동, 1층)","031-877-0370","할인","MATCHED","네이버 Geocoding API","확인 완료","37.7393552","127.0371795","경기도 의정부시 시민로19번길 22-9","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1387","무한정수제돈까스","서울특별시광진구군자로102(군자동, (1층))","02-469-3122","할인","MATCHED","네이버 Geocoding API","확인 완료","37.5522268","127.0715294","서울특별시 광진구 군자로 102","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1388","글라스코드 안경원","경기도파주시한울로123(동패동, 2층)","031-947-4138","할인","REUSED","네이버 Geocoding API","확인 완료","37.7103661","126.7451109","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1389","옐로치킨07&바로돈까스","서울특별시성북구아리랑로19길48(정릉동, (1츧))","02-913-2360","할인","MATCHED","네이버 Geocoding API","확인 완료","37.6025432","127.0107407","서울특별시 성북구 아리랑로19길 48","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1390","신세계안경콘택트","인천광역시서해구승학로310(연희동)","032-567-6605","할인","REUSED","네이버 Geocoding API","확인 완료","37.5495118","126.6747845","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1391","착한이발","서울특별시강북구도봉로371(수유동, (지하1층))","010-4769-2350","할인","MATCHED","네이버 Geocoding API","확인 완료","37.6404577","127.0278529","서울특별시 강북구 도봉로 371","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1392","국수집","서울특별시동대문구한천로14길63(장안동, (1층))","02-2212-9410","할인","MATCHED","네이버 Geocoding API","확인 완료","37.566711","127.06627","서울특별시 동대문구 한천로14길 63","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1393","서울쉬퐁","서울특별시동대문구한천로63길17(이문동, (1층))","0507-1414-2539","할인","MATCHED","네이버 Geocoding API","확인 완료","37.6039396","127.0665311","서울특별시 동대문구 한천로63길 17","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1397","강남브랜드안과 인천","인천광역시부평구시장로32(부평동, 2층,3층)","1644-5595","할인","REUSED","네이버 Geocoding API","확인 완료","37.4935787","126.7261913","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1398","올리브짐","서울특별시성북구동소문로118(동선동1가)","02-953-7180","할인","REUSED","네이버 Geocoding API","확인 완료","37.5933253","127.0182014","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1399","서울감동치과의원","경기도이천시장호원읍장감로854층 (장호원읍장호원리, 용천빌딩)","031-643-2875","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1400","만미정 식당","서울특별시강북구솔매로43길96(미아동)","02-983-8884","할인","MATCHED","네이버 Geocoding API","확인 완료","37.6299344","127.0228654","서울특별시 강북구 솔매로43길 96","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1402","이문동사진관","서울특별시동대문구이문로12길4- 3(이문동, (지하1층))","0507-1406-5701","할인","REUSED","네이버 Geocoding API","확인 완료","37.5930399","127.0583619","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1420","그랑프리안경 우장산점","서울특별시강서구강서로45길13(화곡동, (선화빌딩 1층))","02-2691-5479","할인","REUSED","네이버 Geocoding API","확인 완료","37.5478512","126.8353978","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1421","신남대문안경","서울특별시구로구고척로135(고척동)","02-2617-8448","할인","REUSED","네이버 Geocoding API","확인 완료","37.5026584","126.848931","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1423","아이스타안경원(마포)","서울특별시마포구월드컵북로348(상암동, (1층))","02-374-9001","할인","REUSED","네이버 Geocoding API","확인 완료","37.5767277","126.8935323","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1424","밝은눈안경 면목점","서울특별시중랑구면목로44바길23(면목동)","02-491-6421","할인","REUSED","네이버 Geocoding API","확인 완료","37.5820468","127.0926268","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1425","루네뜨안경","서울특별시마포구도화길24(도화동, (1층))","02-719-2220","할인","REUSED","네이버 Geocoding API","확인 완료","37.5404418","126.948751","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1426","세란안경","서울특별시중구을지로30(소공동, (롯데호텔 지하1층))","02-777-6789","할인","REUSED","네이버 Geocoding API","확인 완료","37.5653459","126.9810075","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1427","송미용실","서울특별시강북구인수봉로78길13(수유동)","02-905-2225","면제","MATCHED","네이버 Geocoding API","확인 완료","37.644609","127.0116053","서울특별시 강북구 인수봉로78길 13","시·도, 도로명과 건물번호가 일치하는 단일 결과"
"1428","안경맘","경기도수원시 영통구중부대로2521층 (매탄동)","031-212-6009","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1429","다비치안경수원천천동롯데마트옆점","경기도수원시 장안구덕영대로535번길28103호(천천동, 리안플리츠상가)","031-268-1116","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1430","예쁜안경원 북수원점","경기도수원시 장안구송원로471층 (송죽동, 해동빌딩)","031-287-6162","할인","NO_RESULT","","미확인","","","","주소 검색 결과 없음"
"1435","한솔아카데미","서울특별시강남구강남대로42길13(도곡동)","02-575-7113","할인","REUSED","네이버 Geocoding API","확인 완료","37.4855234","127.0351552","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
"1436","대우건축토목학원","서울특별시동대문구하정로36(신설동, (광진빌딩 5층))","02-964-0368","할인","REUSED","네이버 Geocoding API","확인 완료","37.5743359","127.0269926","","업소명·주소 정규화 키가 기존 검증 좌표와 일치"
