"업종명","업소명","시도","시군구","소재지도로명주소","소재지지번주소","위도","경도","좌표출처","좌표출처URL","좌표검증상태","할인정보","적용대상","이용조건","인증방법","업소전화번호","출처유형","출처URL","최근확인일","혜택상태","수집자","비고"
"음식","삼산회관 파주문산점","경기도","파주시","파주시 문산읍 문향로 71","경기도 파주시 문산읍 문산리 6-2","37.8583643974","126.7852118347","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-5609","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","상원각","경기도","파주시","파주시 문산읍 문향로 35","경기도 파주시 문산읍 문산리 15-5","37.8550642959","126.7856996773","","","재확인 필요","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-952-7303","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","숯불에닭 문산점","경기도","파주시","파주시 문산읍 문산로40번길 41 상가 118호, 119호","경기도 파주시 문산읍 문산리 37-3","37.8555076252","126.7843517609","","","재확인 필요","사이드 메뉴 서비스","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-953-3660","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","쑝쑝돈까스 문산점","경기도","파주시","파주시 문산읍 문향로67번길 10 1층","경기도 파주시 문산읍 문산리 61-65","37.8582369953","126.7846649406","","","재확인 필요","공기밥 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-953-0339","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","아리비스트로","경기도","파주시","파주시 문산읍 당동1로 53-5","경기도 파주시 문산읍 당동리 168","37.8635969435","126.77348781","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","0507-1390-5354","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","아서원","경기도","파주시","파주시 문산읍 문향로49번길 20","경기도 파주시 문산읍 문산리 10-206","37.8570685381","126.785297865","","","재확인 필요","음료수+공기밥 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-952-6635","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","육해공떠오르는집","경기도","파주시","파주시 문산읍 문향로84번길 7-1","경기도 파주시 문산읍 선유리 955-7","37.859245845","126.7868250682","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-954-9200","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","임진강나루","경기도","파주시","파주시 문산읍 반구정로 53-51","경기도 파주시 문산읍 사목리 183","37.8666618743","126.7532662351","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-954-9898","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","장단가든","경기도","파주시","파주시 문산읍 임진나루길 133-12","경기도 파주시 문산읍 임진리 8-72","37.8861287125","126.7942377945","","","재확인 필요","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-954-1559","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","장단콩전문점","경기도","파주시","파주시 문산읍 문향로 59 1층 일부","경기도 파주시 문산읍 문산리 10-6","37.8570710824","126.7849641183","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-953-1953","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","(주)반구정나루터집","경기도","파주시","파주시 문산읍 반구정로85번길 13","경기도 파주시 문산읍 사목리 208-2","37.8684147965","126.751784189","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-952-3472","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","천하곱창","경기도","파주시","파주시 문산읍 문향로 81","경기도 파주시 문산읍 선유리 955-19","37.8590190233","126.7859517491","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-952-8188","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","한성회관","경기도","파주시","파주시 문산읍 당동1로 44 1층","경기도 파주시 문산읍 당동리 175-5","37.8633090692","126.774227366","","","재확인 필요","3인 이상시 소주 3000원","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-953-3392","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"카페","커피베이스","경기도","파주시","파주시 문산읍 독산로 48","경기도 파주시 문산읍 문산리 63-3","37.8581274952","126.7841539045","","","재확인 필요","10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-954-0468","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"카페","한반도카페 플라츠(platz)907","경기도","파주시","파주시 문산읍 마정로 174 1층 일부","경기도 파주시 문산읍 마정리 907-8","37.8916228298","126.7551538108","","","재확인 필요","커피류 10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-937-8218","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","느낌헤어","경기도","파주시","파주시 법원읍 사임당로 851 1층","경기도 파주시 법원읍 대능리 81-31","37.8490141108","126.8754026881","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-9972","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","더벅머리","경기도","파주시","파주시 법원읍 사임당로 864 1층","경기도 파주시 법원읍 법원리 435-17","37.8485433737","126.8766965869","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","미미미용실","경기도","파주시","파주시 법원읍 술이홀로 869 1층","경기도 파주시 법원읍 대능리 94-105","37.8490751263","126.8724766279","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-2393","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","백합미용실","경기도","파주시","파주시 법원읍 사임당로 815 1층","경기도 파주시 법원읍 대능리 94-58","37.8497165696","126.8714504294","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-3722","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","솔리드헤어","경기도","파주시","파주시 법원읍 사임당로 832-2 1층","경기도 파주시 법원읍 대능리 85-13","37.8490629493","126.8732982393","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-8294","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","신디헤어","경기도","파주시","파주시 법원읍 사임당로 850-2 1층","경기도 파주시 법원읍 대능리 81-40","37.8487920122","126.8752194517","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-1414","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","엣지머리방","경기도","파주시","파주시 법원읍 사임당로 836-1 1층","경기도 파주시 법원읍 대능리 85-4","37.8490169753","126.8736938309","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-9137","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","이혜숙헤어","경기도","파주시","파주시 법원읍 사임당로 839 1층","경기도 파주시 법원읍 대능리 87-20","37.8492258322","126.8742983919","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","자유미용실","경기도","파주시","파주시 법원읍 사임당로 841-1 1층","경기도 파주시 법원읍 대능리 87-23","37.849245045","126.8744039131","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-5559","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"미용·뷰티","챠밍미용실","경기도","파주시","파주시 법원읍 사임당로857번길 6-1 1층","경기도 파주시 법원읍 법원리 436-26","37.8491083901","126.8761235661","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-5341","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1004","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","BBQ파주법원점","경기도","파주시","파주시 법원읍 사임당로 821-2 1층","경기도 파주시 법원읍 대능리 94-170","37.8496257938","126.8722324161","","","재확인 필요","10%이상 서비스제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-5515","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","김밥나라","경기도","파주시","파주시 법원읍 사임당로 839","경기도 파주시 법원읍 대능리 87-19","37.8492513016","126.8741882501","","","재확인 필요","음료수 제공 또는 공기밥 무료","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-0526","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","네네치킨","경기도","파주시","파주시 법원읍 사임당로 791","경기도 파주시 법원읍 가야리 37-7","37.850200357","126.8688145743","","","재확인 필요","음료수 또는 치즈볼 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-1017","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","능심","경기도","파주시","파주시 법원읍 애룡길 168 1층","경기도 파주시 법원읍 삼방리 515-29","37.8274805089","126.8567835261","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","0507-1393-8253","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","대가감자탕","경기도","파주시","파주시 법원읍 술이홀로 873 1층","경기도 파주시 법원읍 대능리 94-72","37.8492666541","126.8726295727","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-9285","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","대덕가든","경기도","파주시","파주시 법원읍 애룡길 175 1층","경기도 파주시 법원읍 삼방리 514-1","37.8277049608","126.8571742887","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-7788","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","로얄치킨/곱창매니아","경기도","파주시","파주시 법원읍 술이홀로 890-3","경기도 파주시 법원읍 대능리 89-16","37.8503863304","126.8741971156","","","재확인 필요","음료수 제공 또는 10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-4214","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","무진장순대국","경기도","파주시","파주시 법원읍 사임당로 816","경기도 파주시 법원읍 대능리 94-46","37.8494749915","126.8714203983","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-8446","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","바다수퍼 해물천하 조개구이.찜","경기도","파주시","파주시 법원읍 사임당로 820","경기도 파주시 법원읍 대능리 94-144","37.8493992807","126.8717225346","","","재확인 필요","음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-5277","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","버섯집 초리골","경기도","파주시","파주시 법원읍 초리골길 12","경기도 파주시 법원읍 법원리 385-12","37.848588411","126.8859853894","","","재확인 필요","공기밥 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-6200","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","솥뚜껑삼겹살","경기도","파주시","파주시 법원읍 사임당로 814","","37.8495184","126.8712524","Geocoding API","https://map.naver.com/p/search/%EC%86%A5%EB%9A%9C%EA%BB%91%EC%82%BC%EA%B2%B9%EC%82%B4%20%EA%B2%BD%EA%B8%B0%EB%8F%84%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EB%B2%95%EC%9B%90%EC%9D%8D%20%EC%82%AC%EC%9E%84%EB%8B%B9%EB%A1%9C%20814","확인 완료","10% 이상 할인 또는 그에 상응하는 서비스(업소별 상세는 사전 확인)","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-1971","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 공식 현황 신규/변경 행; 상세 할인은 공통 사업기준; 원 공공데이터 기준일 2026-08-15"
"음식","숙성사돈 파주 법원리 본점","경기도","파주시","파주시 법원읍 술이홀로 888-2 1층","경기도 파주시 법원읍 대능리 89-20","37.8501248575","126.8740972314","","","재확인 필요","음료수 제공+10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-1253","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","신양꼬치&마라탕","경기도","파주시","파주시 법원읍 술이홀로 868-2 1층","경기도 파주시 법원읍 대능리 97-8","37.8488443729","126.8726250725","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","0507-1306-0792","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","오태식해바라기치킨","경기도","파주시","파주시 법원읍 사임당로 844","경기도 파주시 법원읍 대능리 84-34","37.8489124647","126.8744519705","","","재확인 필요","5%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-958-1180","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","왕가네","경기도","파주시","파주시 법원읍 법원로 20","경기도 파주시 법원읍 법원리 434-28","37.8481812797","126.8771263297","","","재확인 필요","음료수 제공 또는 10%할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","070-4084-2788","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","장단콩콩사임당두부 3호점","경기도","파주시","파주시 법원읍 애룡길 179-6 1층","경기도 파주시 법원읍 삼방리 515-5","37.8277769294","126.8576061248","","","재확인 필요","10% 할인","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
"음식","종단 아구찜","경기도","파주시","파주시 법원읍 법원로 21 가동","경기도 파주시 법원읍 법원리 435-6","37.8483077794","126.8767010695","","","재확인 필요","공기밥 또는 음료수 제공","파주시 관내 주둔 군 장병 및 사회복무요원","업소별 세부 조건 및 중복할인 여부는 방문 전 확인","군인 또는 사회복무요원 신분 확인자료(방문 전 업소 확인 권장)","031-959-2333","지자체 공식 자료","https://www.paju.go.kr/user/soldier/BD_discountStoreList.do?q_ctgCd=1001","2026-08-15","이용 가능","ilwoo-maker","파주시 실시간 현황에 등재; 2026-01-14 공공데이터 필드로 보강; 원 공공데이터 기준일 2026-01-14"
